,NDVI_veg,EVI_veg,RGVI_veg,NDBI_veg,DVI_veg,IPVI_veg,MSAVI_veg,NDWI_veg,NDVI_veg2,EVI_veg2,RGVI_veg2,NDBI_veg2,DVI_veg2,IPVI_veg2,MSAVI_veg2,NDWI_veg2,NDVI_rep,EVI_rep,RGVI_rep,NDBI_rep,DVI_rep,IPVI_rep,MSAVI_rep,NDWI_rep,NDVI_rep2,EVI_rep2,RGVI_rep2,NDBI_rep2,DVI_rep2,IPVI_rep2,MSAVI_rep2,NDWI_rep2,NDVI_rip,EVI_rip,RGVI_rip,NDBI_rip,DVI_rip,IPVI_rip,MSAVI_rip,NDWI_rip,NDVI_rip2,EVI_rip2,RGVI_rip2,NDBI_rip2,DVI_rip2,IPVI_rip2,MSAVI_rip2,NDWI_rip2,Class of Land
0,0.4220735934132232,0.1184370442782879,1.068069713465141,-0.1408039361118778,525.5959595959595,0.647892871153293,0.6995796317290062,0.6995796317290062,0.1679719812554141,0.0332254036594547,1.0193730223501594,-0.1992127071995497,387.07070707070704,0.5796750604444317,0.6207319900693459,0.6207319900693459,0.5825588499339207,0.3942049528901405,0.9431236109098484,-0.1408039361118778,525.5959595959595,0.647892871153293,0.6995796317290062,0.6995796317290062,0.4819159795942041,0.0979237191376623,0.9923338961146116,-0.1408039361118778,525.5959595959595,0.647892871153293,0.6995796317290062,0.6995796317290062,0.3800513041015521,0.1458541388417597,1.0220951696555485,-0.1408039361118778,525.5959595959595,0.647892871153293,0.6995796317290062,0.6995796317290062,0.0922858514810755,0.0039934484138939,1.028753404150857,-0.1992127071995497,387.07070707070704,0.5796750604444317,0.6207319900693459,0.5174585495868484,Rice
1,0.3607867601760918,0.1022943282984404,1.089307618701921,-0.3229606185212927,676.0,0.6309941617055009,0.700634918310097,0.700634918310097,0.37871911280299,0.0808418404412558,0.9931488865545888,-0.2338251834089635,798.2323232323232,0.7391090528058205,0.6640165058249371,0.6640165058249371,0.7679422478724467,0.4151993384682081,0.9849372767804188,-0.3229606185212927,676.0,0.6309941617055009,0.700634918310097,0.700634918310097,0.5761061292019072,0.2773070180658132,0.997389537409635,-0.3229606185212927,676.0,0.6309941617055009,0.700634918310097,0.700634918310097,0.3457069433968426,0.104982816879422,1.0231983365151025,-0.3229606185212927,676.0,0.6309941617055009,0.700634918310097,0.700634918310097,0.0709082339530018,0.0047590743396175,1.0265929290206943,-0.2338251834089635,798.2323232323232,0.7391090528058205,0.6640165058249371,0.522658492717684,Rice
2,0.3703895285541135,0.102235404618295,1.0783773268166887,-0.1592850746656135,420.96969696969694,0.6230164441034098,0.6802179066764282,0.6802179066764282,0.2037491004210523,0.0421467737690575,1.005768521916682,-0.1233989092245718,422.1919191919192,0.5966987747142861,0.6512633964537398,0.6512633964537398,0.7956209569700222,0.3629290479968431,0.9886678916976211,-0.1592850746656135,420.96969696969694,0.6230164441034098,0.6802179066764282,0.6802179066764282,0.4719977979459919,0.0934672951391497,0.9951232527514232,-0.1592850746656135,420.96969696969694,0.6230164441034098,0.6802179066764282,0.6802179066764282,0.3431313996503888,0.1130864915916115,1.0191679489238274,-0.1592850746656135,420.96969696969694,0.6230164441034098,0.6802179066764282,0.6802179066764282,0.2269359530212392,0.0050130691379218,1.0166265155404606,-0.1233989092245718,422.1919191919192,0.5966987747142861,0.6512633964537398,0.5184975306082379,Rice
3,0.4217874190052037,0.1272166538755365,1.077879404388017,-0.1953070130888791,532.780303030303,0.6254284048636755,0.6935290446129545,0.6935290446129545,0.146943992662008,0.0272151778615412,1.0162231710718108,-0.2172452942377759,250.85606060606065,0.5702925832875982,0.5996363594542758,0.5996363594542758,0.519350399319105,0.2618053738421124,0.9466390358353212,-0.1953070130888791,532.780303030303,0.6254284048636755,0.6935290446129545,0.6935290446129545,0.4928608913280546,0.1038586508683143,0.9899799843886392,-0.1953070130888791,532.780303030303,0.6254284048636755,0.6935290446129545,0.6935290446129545,0.3766631004102613,0.1449200775744664,1.020432813011678,-0.1953070130888791,532.780303030303,0.6254284048636755,0.6935290446129545,0.6935290446129545,0.0937878135318607,0.0018956320459229,1.0532827506066509,-0.2172452942377759,250.85606060606065,0.5702925832875982,0.5996363594542758,0.5085749202546594,Rice
4,0.2344207283929087,0.0543583548547758,1.1199281028791377,-0.2286679560219029,243.3863636363636,0.6027469724283453,0.6425044581274904,0.6425044581274904,0.2061486691572808,0.0677625371790182,0.999515085127614,-0.1960544031600294,998.1136363636364,0.6661566764287855,0.6520436530640458,0.6520436530640458,0.7648729015760493,0.3600354434665892,0.9910674961077194,-0.2286679560219029,243.3863636363636,0.6027469724283453,0.6425044581274904,0.6425044581274904,0.5141990026559178,0.2392644988635204,0.9886196429899,-0.2286679560219029,243.3863636363636,0.6027469724283453,0.6425044581274904,0.6425044581274904,0.2835964136749734,0.0843768697534344,1.0075753556819258,-0.2286679560219029,243.3863636363636,0.6027469724283453,0.6425044581274904,0.6425044581274904,0.1301030394139098,0.007449193463109,1.0384395028411009,-0.1960544031600294,998.1136363636364,0.6661566764287855,0.6520436530640458,0.5303623024827318,Rice
5,0.3682847554571004,0.0968386092723312,1.088833217478465,-0.3010604405371104,583.3030303030303,0.6455788118476894,0.6940274091030469,0.6940274091030469,0.357463366541848,0.0604856787422809,0.9943781452796268,-0.2345501503404512,739.6767676767677,0.7312249074495583,0.6273768333065592,0.6273768333065592,0.7811171158341045,0.4611335486000002,0.9854805620485692,-0.3010604405371104,583.3030303030303,0.6455788118476894,0.6940274091030469,0.6940274091030469,0.5682657832712735,0.2205594321336076,0.9982570752906784,-0.3010604405371104,583.3030303030303,0.6455788118476894,0.6940274091030469,0.6940274091030469,0.3220694952473281,0.1097974440208421,1.026439418645452,-0.3010604405371104,583.3030303030303,0.6455788118476894,0.6940274091030469,0.6940274091030469,0.097719796802903,0.0059055641677365,1.0389456270185138,-0.2345501503404512,739.6767676767677,0.7312249074495583,0.6273768333065592,0.5266212664364749,Rice
6,0.5769158242791208,0.2380209355292687,1.0609232656467074,-0.3120057663069278,799.9191919191921,0.685697529862789,0.7613947854272998,0.7613947854272998,0.1610497876660523,0.0452931572650978,1.0097242564181117,-0.1236877774646528,690.1818181818181,0.5844624932524705,0.620884797384229,0.620884797384229,0.6278566147633562,0.2529361694482057,0.9948394552392336,-0.3120057663069278,799.9191919191921,0.685697529862789,0.7613947854272998,0.7613947854272998,0.52245394560552,0.129925072104921,0.992621615365858,-0.3120057663069278,799.9191919191921,0.685697529862789,0.7613947854272998,0.7613947854272998,0.3530981544001808,0.1204637402898465,1.0151514452447303,-0.3120057663069278,799.9191919191921,0.685697529862789,0.7613947854272998,0.7613947854272998,-0.0121528956480412,-0.0002215653654962,1.044680027108142,-0.1236877774646528,690.1818181818181,0.5844624932524705,0.620884797384229,0.4987697688118374,Rice
7,0.6210953681259929,0.2783685406067071,1.0422170652226763,-0.1844286028966574,1026.979797979798,0.6820438003096477,0.7707111423635549,0.7707111423635549,0.1595740265969346,0.0354692502668225,1.0182219559990022,-0.1314967307260668,417.54545454545456,0.5784400057404977,0.626345715117393,0.626345715117393,0.5580996231559291,0.3021496868554413,0.9586793464910008,-0.1844286028966574,1026.979797979798,0.6820438003096477,0.7707111423635549,0.7707111423635549,0.5187590715920255,0.1119200575743057,0.9908033603411098,-0.1844286028966574,1026.979797979798,0.6820438003096477,0.7707111423635549,0.7707111423635549,0.4143253404258978,0.1588232569865252,1.021905317891805,-0.1844286028966574,1026.979797979798,0.6820438003096477,0.7707111423635549,0.7707111423635549,0.0305313793225245,0.0008551856263086,1.0330385853015145,-0.1314967307260668,417.54545454545456,0.5784400057404977,0.626345715117393,0.5044659938195935,Rice
8,0.4577109231249771,0.1743017920164282,1.0776048705646544,-0.2763825888784352,573.8484848484849,0.6394302595791082,0.7116679451450139,0.7116679451450139,0.1846695786150755,0.0437723416462061,1.0053458109070053,-0.1166368012104894,598.6666666666667,0.598447457314114,0.6351027124249947,0.6351027124249947,0.8079361604809822,0.3729331520319962,0.9901402441063372,-0.2763825888784352,573.8484848484849,0.6394302595791082,0.7116679451450139,0.7116679451450139,0.4693270385646426,0.1260598855362655,0.9934257046762408,-0.2763825888784352,573.8484848484849,0.6394302595791082,0.7116679451450139,0.7116679451450139,0.3402533942081313,0.1184449955530446,1.0219918743928766,-0.2763825888784352,573.8484848484849,0.6394302595791082,0.7116679451450139,0.7116679451450139,0.0346822343107336,0.0006563445974855,1.0476074596818794,-0.1166368012104894,598.6666666666667,0.598447457314114,0.6351027124249947,0.5033520215041107,Rice
9,0.4519971645147068,0.1667285477296394,1.083086925756186,-0.2797102114971594,562.0909090909091,0.6425506150683372,0.7124008949358365,0.7124008949358365,0.1730982310664367,0.045808832889682,1.0151906319597697,-0.1182557149774792,602.1969696969699,0.5952949933879567,0.647802361401135,0.647802361401135,0.7364756144681819,0.3203053450190828,0.9913268952411972,-0.2797102114971594,562.0909090909091,0.6425506150683372,0.7124008949358365,0.7124008949358365,0.5223072127085605,0.1501456276686912,0.9891847990612862,-0.2797102114971594,562.0909090909091,0.6425506150683372,0.7124008949358365,0.7124008949358365,0.3676696738748532,0.1217450146048388,1.0223131000215018,-0.2797102114971594,562.0909090909091,0.6425506150683372,0.7124008949358365,0.7124008949358365,0.0055915120881028,0.0005660600107643,1.0532882970233235,-0.1182557149774792,602.1969696969699,0.5952949933879567,0.647802361401135,0.5028351020659276,Rice
