,NDVI_veg,EVI_veg,RGVI_veg,NDVI_var_veg,EVI_var_veg,RGVI_var_veg,NDVI_veg2,EVI_veg2,RGVI_veg2,NDVI_var_veg2,EVI_var_veg2,RGVI_var_veg2,NDVI_rep,EVI_rep,RGVI_rep,NDVI_var_rep,EVI_var_rep,RGVI_var_rep,NDVI_rep2,EVI_rep2,RGVI_rep2,NDVI_var_rep_2,EVI_var_rep_2,RGVI_var_rep_2,NDVI_rip,EVI_rip,RGVI_rip,NDVI_var_rip,EVI_var_rip,RGVI_var_rip,NDVI_rip2,EVI_rip2,RGVI_rip2,NDVI_var_rip_2,EVI_var_rip_2,RGVI_var_rip_2,Class of Land
0,0.4220735934132232,0.1184370442782879,1.068069713465141,0.0430436337863038,0.0049085011018219,0.0008122749239566,0.1679719812554141,0.0332254036594547,1.0193730223501594,0.0142467054115954,0.0004730027983093,0.0005452292916857,0.5825588499339207,0.3942049528901405,0.9431236109098484,0.0346361985253752,0.0574305090780557,0.0026234405026073,0.4819159795942041,0.0979237191376623,0.9923338961146116,0.0078225613490991,0.0025564187537326,4.017472694268129e-06,0.3800513041015521,0.1458541388417597,1.0220951696555485,0.0308970465934872,0.0055421844840477,0.0002156518121155,0.0922858514810755,0.0039934484138939,1.028753404150857,0.0005947113940055,4.472898700145052e-05,1.5973299095678159e-07,Rice
1,0.3607867601760918,0.1022943282984404,1.089307618701921,0.0225440712204397,0.0026182908454982,0.0006240903297121,0.37871911280299,0.0808418404412558,0.9931488865545888,0.0246470660658581,0.0113558498259048,1.058847813747236e-05,0.7679422478724467,0.4151993384682081,0.9849372767804188,0.0068260691409545,0.068242604213618,2.3294394687560057e-05,0.5761061292019072,0.2773070180658132,0.997389537409635,3.00789821952464e-05,0.0031318562798585,6.578677510743834e-06,0.3457069433968426,0.104982816879422,1.0231983365151025,0.0402804167537855,0.0078834529814613,7.001492974181694e-05,0.0709082339530018,0.0047590743396175,1.0265929290206943,4.988474664168294e-05,2.004546915606761e-05,1.940770961319531e-06,Rice
2,0.3703895285541135,0.102235404618295,1.0783773268166887,0.0428986661386895,0.0038398923155937,0.0005523140423233,0.2037491004210523,0.0421467737690575,1.005768521916682,0.0131828514550363,0.0004834185529204,0.0001573915851381,0.7956209569700222,0.3629290479968431,0.9886678916976211,0.0102033355124665,0.0518049878202301,1.610508332126916e-05,0.4719977979459919,0.0934672951391497,0.9951232527514232,0.006832869747762,0.0022119451237208,6.0326776452615045e-06,0.3431313996503888,0.1130864915916115,1.0191679489238274,0.0286518355480674,0.0056616509370998,6.000904170009948e-05,0.2269359530212392,0.0050130691379218,1.0166265155404606,0.0,8.61629560511465e-05,0.0,Rice
3,0.4217874190052037,0.1272166538755365,1.077879404388017,0.0570259310588392,0.0070394330844616,0.0016547948049914,0.146943992662008,0.0272151778615412,1.0162231710718108,0.0130394056090728,0.0003627748159091,0.0004364256761039,0.519350399319105,0.2618053738421124,0.9466390358353212,0.0347589320439638,0.025805385271391,0.0025815506209622,0.4928608913280546,0.1038586508683143,0.9899799843886392,0.0129349721869873,0.0033305643647854,1.9311264590886776e-05,0.3766631004102613,0.1449200775744664,1.020432813011678,0.0324808287186053,0.00579446076784,0.000178109213002,0.0937878135318607,0.0018956320459229,1.0532827506066509,0.0,1.2320300069245953e-05,0.0,Rice
4,0.2344207283929087,0.0543583548547758,1.1199281028791377,0.0079764845532602,0.0006962267854958,0.0009655598231595,0.2061486691572808,0.0677625371790182,0.999515085127614,0.051682894690825,0.0077687075880528,6.116979129890457e-05,0.7648729015760493,0.3600354434665892,0.9910674961077194,0.0266739694092716,0.0616410930845562,4.836757051985688e-05,0.5141990026559178,0.2392644988635204,0.9886196429899,0.0009885033326213,0.0021779494176949,1.868958769620206e-05,0.2835964136749734,0.0843768697534344,1.0075753556819258,0.0467342841308459,0.0054696842413778,1.9219688377541625e-05,0.1301030394139098,0.007449193463109,1.0384395028411009,0.0026798411128738,2.750668371694852e-05,2.8252796681067267e-05,Rice
5,0.3682847554571004,0.0968386092723312,1.088833217478465,0.0255431238026723,0.002443202183893,0.0009061987448362,0.357463366541848,0.0604856787422809,0.9943781452796268,0.0202784779945733,0.007537854481389,7.657295572689182e-06,0.7811171158341045,0.4611335486000002,0.9854805620485692,0.0082563478352384,0.0752195360855352,2.7156512618290816e-06,0.5682657832712735,0.2205594321336076,0.9982570752906784,0.0001296135051486,0.0108561428496121,1.0510806168095072e-05,0.3220694952473281,0.1097974440208421,1.026439418645452,0.0363175100568056,0.0079817631619628,0.0001577013419313,0.097719796802903,0.0059055641677365,1.0389456270185138,0.0005583679329491,1.907590439037399e-05,8.351348259261156e-06,Rice
6,0.5769158242791208,0.2380209355292687,1.0609232656467074,0.0603648229687626,0.0222463607475639,0.0026206427410156,0.1610497876660523,0.0452931572650978,1.0097242564181117,0.0285438897528362,0.0017213170723748,0.0002134935130894,0.6278566147633562,0.2529361694482057,0.9948394552392336,0.0029964191834909,0.0201431687422786,9.097300096249106e-06,0.52245394560552,0.129925072104921,0.992621615365858,0.0040100912101183,0.0016516961631775,1.623948909179724e-05,0.3530981544001808,0.1204637402898465,1.0151514452447303,0.0488276395670346,0.0068708041567943,8.212258706261454e-05,-0.0121528956480412,-0.0002215653654962,1.044680027108142,0.0,1.6831272407131733e-07,0.0,Rice
7,0.6210953681259929,0.2783685406067071,1.0422170652226763,0.0610531767483448,0.028640100997607,0.0010302312082003,0.1595740265969346,0.0354692502668225,1.0182219559990022,0.0122146343611981,0.000341129904124,0.0003131453951822,0.5580996231559291,0.3021496868554413,0.9586793464910008,0.0335982499895412,0.0261815813868102,0.0013194390094143,0.5187590715920255,0.1119200575743057,0.9908033603411098,0.0079817781449241,0.0033708424733504,1.796733072361738e-05,0.4143253404258978,0.1588232569865252,1.021905317891805,0.0369965547942643,0.0091056084542612,0.0002234086510169,0.0305313793225245,0.0008551856263086,1.0330385853015145,2.6763885540324325e-05,1.5713590721104905e-06,8.471758674145407e-06,Rice
8,0.4577109231249771,0.1743017920164282,1.0776048705646544,0.0713093947655266,0.0138659287292497,0.0017297791922664,0.1846695786150755,0.0437723416462061,1.0053458109070053,0.0240638329625308,0.0011749322528187,0.0003329049538399,0.8079361604809822,0.3729331520319962,0.9901402441063372,0.0083109905417229,0.0620749865823439,8.601916512483384e-07,0.4693270385646426,0.1260598855362655,0.9934257046762408,0.0012022813502136,0.0006752858527749,2.7377090732369133e-05,0.3402533942081313,0.1184449955530446,1.0219918743928766,0.0336348367783891,0.0056633309414832,0.0001239721111543,0.0346822343107336,0.0006563445974855,1.0476074596818794,0.0,1.476988219365962e-06,0.0,Rice
9,0.4519971645147068,0.1667285477296394,1.083086925756186,0.0642416459487473,0.0121001804788378,0.0019676543735738,0.1730982310664367,0.045808832889682,1.0151906319597697,0.0161481199848078,0.000863762867594,0.0002562327424942,0.7364756144681819,0.3203053450190828,0.9913268952411972,0.013453212471115,0.0418296106315305,6.8200707848405735e-06,0.5223072127085605,0.1501456276686912,0.9891847990612862,0.0060094348678847,0.0008163937364469,1.116551539742768e-05,0.3676696738748532,0.1217450146048388,1.0223131000215018,0.0414174446807551,0.0070052005370171,0.0001525424166647,0.0055915120881028,0.0005660600107643,1.0532882970233235,0.0001921963402834,1.378513862925934e-06,6.922367196786099e-05,Rice
